"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"BeModelMedicationRecordDispense","BeModelMedicationRecordDispense","","","",0,*,"","","","","Medication Record Dispense logical model","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BeModelMedicationRecordDispense.prescription.id","BeModelMedicationRecordDispense.prescription.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"BeModelMedicationRecordDispense.prescription.extension","BeModelMedicationRecordDispense.prescription.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"BeModelMedicationRecordDispense.prescription.modifierExtension","BeModelMedicationRecordDispense.prescription.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/2021Mar/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"BeModelMedicationRecordDispense.prescription.isprescribed","BeModelMedicationRecordDispense.prescription.isprescribed","","","",0,1,"","","","boolean {[]} {[]}
","Whether this dispense was performed against a prescription","Whether this dispense was performed against a prescription","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.prescription.isprescribed",0,1,"",""
"BeModelMedicationRecordDispense.prescription.prescription","BeModelMedicationRecordDispense.prescription.prescription","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicationRequest]]}
","The prescription identification","The prescription identification","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.prescription.prescription",0,1,"",""
"BeModelMedicationRecordDispense.status","BeModelMedicationRecordDispense.status","","","",1,1,"","","","code {[]} {[]}
","Status of the dispense","Status of the dispense","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.status",1,1,"",""
"BeModelMedicationRecordDispense.statusReason","BeModelMedicationRecordDispense.statusReason","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Reason for a dispense status","Reason for a dispense status","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.statusReason",0,*,"",""
"BeModelMedicationRecordDispense.product[x]","BeModelMedicationRecordDispense.product[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Medication]]}","The product that was dispensed","The product that was dispensed - coded or not (e.g. for magistral preparations)","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.product[x]",1,1,"",""
"BeModelMedicationRecordDispense.quantitydispensed","BeModelMedicationRecordDispense.quantitydispensed","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The amound of product that was dispensed","The amound of product that was dispensed","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.quantitydispensed",0,1,"",""
"BeModelMedicationRecordDispense.dosageInstruction","BeModelMedicationRecordDispense.dosageInstruction","","","",0,1,"","","","Dosage {[]} {[]}
","The instructions for using the product","The instructions for using the product","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.dosageInstruction",0,1,"",""
"BeModelMedicationRecordDispense.note","BeModelMedicationRecordDispense.note","","","",0,*,"","","","Annotation {[]} {[]}
","Additional information about the dispensed product","Additional information about the dispensed product","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.note",0,*,"",""
"BeModelMedicationRecordDispense.substitutionReason","BeModelMedicationRecordDispense.substitutionReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Why was substitution made","Why was substitution made","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.substitutionReason",0,1,"",""
"BeModelMedicationRecordDispense.type","BeModelMedicationRecordDispense.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of dispense","Type of dispense","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.type",0,1,"",""
"BeModelMedicationRecordDispense.location","BeModelMedicationRecordDispense.location","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/openEHR-location]]}
","Location where the dispense was made","Location where the dispense was made","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.location",0,1,"",""
"BeModelMedicationRecordDispense.treatmentPlan","BeModelMedicationRecordDispense.treatmentPlan","","","",0,1,"","","","Reference {[]} {[]}
","Link to the 'parent' treatment - i.e the treatment that this order is derived from, or contriburing to","Link to the 'parent' treatment - i.e the treatment that this order is derived from, or contriburing to","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.treatmentPlan",0,1,"",""
"BeModelMedicationRecordDispense.basedOn","BeModelMedicationRecordDispense.basedOn","","","",0,1,"","","","Reference {[]} {[]}
","link to the 'parent' treatmentLine - i.e the line that covers all of the same drug for a certain purpose","link to the 'parent' treatmentLine - i.e the line that covers all of the same drug for a certain purpose","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.basedOn",0,1,"",""
